Property Address,Property Name,Number Of Units,Star Rating,Building Class,PropertyType,Secondary Type,Affordable Type,Building Status,Market Name,Submarket Name,City,State,Zip,Avg Unit SF,Avg Asking/SF,Avg Asking/Unit,For Sale Price,Cap Rate,$Price/Unit,Sale Company Name,Sale Company Address,Sale Company City State Zip,Sale Company Phone,Sale Company Fax,Sale Company Contact,Vacancy %,Month Built,Year Built,Year Renovated,Number Of Stories,Total Buildings,Rent Type,Property Manager Name,Property Manager Contact,Property Manager Phone,PropertyID,Owner Contact,Owner Name,Number Of Parking Spaces,County Name,Amenities,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number Of Studios Units,Number Of Elevators,Operational Status,Latitude,Longitude,Four Bedroom Vacancy %,One Bedroom Vacancy %,Studio Vacancy %,Three Bedroom Vacancy %,Two Bedroom Vacancy %
6019-6025 La Jolla Hermosa Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Upper Hermosa,La Jolla,CA,92037,,,,,,,,,,,,,4.96,,,,2,,Market,,,,5845019,,Karen M Ladner,8,San Diego,,,,,,,0,,32.8205694,-117.2728843,,,,,
6027-6037 La Jolla Hermosa Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Upper Hermosa,La Jolla,CA,92037,,,,,,,,,,,,,4.96,,,,2,,Market,,,,5845035,,Jernigan Mary B,8,San Diego,,,,,,,0,,32.8207463,-117.2730112,,,,,
6043-6049 La Jolla Hermosa Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Upper Hermosa,La Jolla,CA,92037,,,,,,,,,,,,,4.96,,,,2,,Market,,,,5845038,,Jernigan Mary B,,San Diego,,,,,,,0,,32.8209270,-117.2731016,,,,,
6051-6061 La Jolla Hermosa Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Upper Hermosa,La Jolla,CA,92037,,,,,,,,,,,,,4.96,,,,2,,Market,,,,5845017,Ramin Monshizadeh,Ramin Monshizadeh & Linda Golkar Family Trust,8,San Diego,,,,,,,0,,32.8210931,-117.2732059,,,,,
5231-5245 La Jolla Mesa Dr,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,La Jolla Mesa,San Diego,CA,92109,501,2.69,1347,,,,,,,,,,0.82,,1953,,1,1,Market,,,,5855673,Minerva Walz,Walz Properties,5,San Diego,Patio,4,1,,,,0,,32.8093743,-117.2593204,,0.0,,,0.0
5240-5244 La Jolla Mesa Dr,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Bird Rock,San Diego,CA,92109,,,,,,,,,,,,,4.96,,1965,,2,1,Market,,,,660404,Merba Cabading,Merba B Cabading,5,San Diego,,,3,2,,,0,,32.8093500,-117.2596820,,,,0.0,0.0
949-957 Law Sr,Garden Manor,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1948,,2,2,Market,,,,4034218,,George W & Carol A Lattimer,8,San Diego,,2,4,,,,0,,32.8026018,-117.2541470,,0.0,,,0.0
910-916 Law St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5838008,,Boggs Family L L C,4,San Diego,,,,,,,0,,32.8028820,-117.2551180,,,,,
923-931 Law St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5838018,,Esterson Sherman H & Marilyn 0,5,San Diego,,,,,,,0,,32.8024948,-117.2546475,,,,,
949-957 Law St,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5838004,,George W. & Carol A. Lattimer,4,San Diego,,,,,,,0,,32.8026100,-117.2541550,,,,,
1034-1040 Law St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1950,,2,,Market,,,,5838014,Wendy Austin,Patrick & Wendy Austin Trust,6,San Diego,,,,,,,0,,32.8034506,-117.2528190,,,,,
1035 Law St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829491,,Brinton G Rochelle 2005 Trust,5,San Diego,,,,,,,0,,32.8029280,-117.2526770,,,,,
1043 LAW St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,SAN DIEGO,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5829484,,Kph 8 Llc,4,San Diego,,,,,,,0,,32.8029037,-117.2524653,,,,,
1046 Law St,Law Street,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,926,2.43,2253,,,,,,,,,,0.95,,1956,,2,,Market,R.A. Snyder - Law Street Apartments,Kenny Pierce,8587766431,5829465,,Rostker Leon E Trust,4,San Diego,,1,3,,,,0,,32.8034968,-117.2526245,,0.0,,,0.0
1051 Law St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,659,2.40,1583,,,,,,,,,,0.86,,,,2,1,Market,,,,5838007,,Walz Properties,,San Diego,,5,3,,,,0,,32.8029357,-117.2523336,,0.0,,,0.0
1052 Law St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5838017,,Cady Ronald F & Mary V Trust,3,San Diego,,,,,,,0,,32.8035263,-117.2524751,,,,,
801-807 Loring St,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5840261,,Lewis Mary N C,6,San Diego,,,,,,,0,,32.8047400,-117.2577800,,,,,
804 Loring St,Baja La Jolla Apartments,31,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,718,2.60,1868,,,,,,,,,,3.90,,1972,,3,1,Market,K and R Properties,Ali Ghalebi,8584901600,669683,Karsten Joehnk,Karsten & Susan Joehnk,30,San Diego,"Air Conditioning, Clubhouse, Laundry Facilities, Spa",18,6,,,7,1,,32.8054530,-117.2578440,,0.0,0.0,,16.7
833-847 Loring St,Loring Street Villas,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,Pacific Beach,CA,92109,650,2.22,1445,,,,,,,,,,5.20,,1955,,1,2,Market,Gunter H. & Christa Zittel,,8584560508,998107,,Gunter H. & Christa Zittel,6,San Diego,Laundry Facilities,6,2,,,,0,,32.8048795,-117.2571693,,0.0,,,0.0
936 Loring St,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,747,1.81,1354,,,,,,,,,,5.20,,1968,,2,1,Market,,,,5829518,Roberto Walz,Roberto P & Minerva Walz,12,San Diego,,10,,,,,0,,32.8059028,-117.2557912,,10.0,,,
939-41 Loring St,,3,2,,Multi-Family,,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-1765,768,,,2750000,4.10,916667,4143 37th St Apartments,4143 37th St,"San Diego, CA 92105",6195642032,,Drew Rutledge,5.20,,1942,,2,,Market,,,,19751088,,Raffaele Rudolfo Perrino,4,San Diego,"Deck, Patio",,3,,,,0,,32.8052500,-117.2554680,,,,,0.0
962 Loring St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5829529,Richard McCoppin,Acurate Manufacturing,5,San Diego,,,,,,,0,,32.8059978,-117.2552805,,,,,
1019 Loring St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1975,,2,,Market,,,,5840283,,Boner D Stephen,7,San Diego,,,,,,,0,,32.8056083,-117.2538145,,,,,
1023-1031 Loring St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1945,,2,2,Market,,,,5840289,Jillian Chickering,Jillian Chickering,5,San Diego,"Air Conditioning, Courtyard",1,4,,,,0,,32.8057281,-117.2536570,,0.0,,,0.0
1033-1039 Loring St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5840243,,Kleege Robert B & Brenda,5,San Diego,,,,,,,0,,32.8057594,-117.2535275,,,,,
1041-1047 Loring St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5840220,Justin Higman,Justin Higman,5,San Diego,,,,,,4,0,,32.8057464,-117.2533218,,,0.0,,
1049-1055 Loring St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5840244,Ivy Fradin,Ivy Fradin,6,San Diego,,,4,,,,0,,32.8058240,-117.2532110,,,,,0.0
1057-1063 Loring St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5840278,,Amirnovin Family Trust 03-30-0,7,San Diego,,,,,,,0,,32.8058620,-117.2530220,,,,,
1067-1073 Loring St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5840227,Jerold Chun,Jerold Chun,8,San Diego,,,,,,,0,,32.8058797,-117.2528779,,,,,
439-447 Mesa Way,La Jolla/Windansea Apartments,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Upper Hermosa,La Jolla,CA,92037,708,2.47,1750,,,,,,,,,,0.53,,1953,,2,1,Market,Neil Purdy,Neil Purdy,8584597758,8942749,,Sheila Cummins Purdy,,San Diego,,,4,,,1,0,,32.8240738,-117.2752160,,,0.0,,0.0
4675 Mission Blvd,,12,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-2736,867,2.63,2279,,,,,,,,,,9.20,,,,2,1,Market,Brett Molenaar,,7572938536,5497976,Brett Molenaar,Brett Molenaar,12,San Diego,,4,8,,,,0,,32.7991571,-117.2559653,,0.0,,,12.5
4702 Mission Blvd,,15,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,360,,,,,,,,,,,,4.89,,1952,,2,1,Market,MC Properties - Vista Capri Apartments,,8585656400,4033777,Michael Scarpella,Michael D Scarpella,12,San Diego,"Laundry Facilities, Security System",1,,,,14,0,,32.7995395,-117.2566055,,0.0,7.1,,
4773 Mission Blvd,Casa Mia,14,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,1168,1.42,1700,,,,,,,,,,7.71,,1952,,2,1,Market,Riviera Property Mgmt," Jason",8582732255,4032541,Madeleine Tarnay,Matthew Tarnay,22,San Diego,Laundry Facilities,,14,,,,0,,32.8010352,-117.2565827,,,,,7.1
5004 Mission Blvd,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5840235,,Jacobs Diane B,2,San Diego,,,,,,,0,,32.8052346,-117.2584292,,,,,
5024-5050 Mission Blvd,Pacific Heights,16,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-1720,767,2.96,2413,,,,,,,,,,13.29,,1952,,2,3,Market,Torrey Pines - 5024 - 5050 Mission Blvd,,,4201700,Paul Christman,New Woodland Hills Corporation,,San Diego,"Fitness Center, Laundry Facilities, Playground, Pool, Spa, Breakfast/Coffee Concierge, Grill, Laundry Service, Recycling",3,8,4,,1,0,,32.8056293,-117.2585770,,33.3,0.0,0.0,12.5
5051 Mission Blvd,,18,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,2,Market,5051 Mission Blvd,,6616231469,5832211,,Haupt Ruth R,10,San Diego,,,,,,,0,,32.8062700,-117.2581530,,,,,
5106 Mission Blvd,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5832210,,Trimble Family Trust,6,San Diego,,,,,,,0,,32.8071431,-117.2589594,,,,,
5130 Mission Blvd,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5832220,,Belshin Family Trust 07-21-99,4,San Diego,,,,,,,0,,32.8075058,-117.2590476,,,,,
5153 Mission Blvd,,2,2,,Multi-Family,,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-1018,,,,,,,,,,,,,,,1950,2011,2,,Market,,,,13835017,,Hugh David Macdonald,5,San Diego,,,1,1,,,0,,32.8080160,-117.2587220,,,,,
700 Missouri Ave,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-2455,,,,,,,,,,,,,5.20,,,,1,3,Market,,,,7937071,,Pacifica Companies,8,San Diego,,,,,,,0,,32.8004600,-117.2573460,,,,,
633 Missouri St,The Oasis,30,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-2450,523,3.16,1652,,,,,,,,,,0.80,,,,2,1,Market,Oasis Apartments,,8584833335,5497128,,Hale Real Estate Partners LLC,14,San Diego,"Courtyard, Laundry Facilities, Property Manager on Site, Spa, Furnished Units Available, Grill, Recycling, Smoke Free, Window Coverings, Green Community",7,6,,,17,0,,32.7998068,-117.2576613,,0.0,0.0,,0.0
818 Missouri St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5812198,,Goycochea Bonnell B Separate P,3,San Diego,,,,,,,0,,32.8007018,-117.2563002,,,,,
825 Missouri St,La Playa Villas,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-2553,630,2.89,1822,,,,,,,,,,5.20,,1990,,2,1,Market,,,,4669218,,Jonathan Bender,8,San Diego,Laundry Facilities,8,,,,,0,,32.8001890,-117.2558770,,0.0,,,
830 Missouri St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,6656777,,Heckman Ted & S Family Trust,4,San Diego,,,,,,,0,,32.8007180,-117.2560510,,,,,
834-842 Missouri St,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5812187,,Reid Sandra A Trust,6,San Diego,,,,,,,0,,32.8007400,-117.2559040,,,,,
850-856 Missouri St,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-2550,,,,,,,,,,,,,5.20,,,,2,3,Market,,,,4742299,,Grilmar Investments Llc,6,San Diego,,,,,,,0,,32.8008510,-117.2555920,,,,,
857 Missouri St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,1084,,,,,,,,,,5.20,,,,2,2,Market,,,,4469331,,La Playa Bll Lp,1,San Diego,Air Conditioning,2,1,,,2,0,,32.8002869,-117.2553560,,0.0,0.0,,0.0
860 Missouri St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5812182,,Ocean Front Properties LLC,3,San Diego,,,,,,,0,,32.8008809,-117.2554265,,,,,
870 Missouri St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5812186,John Neeb,Neeb Enterprises Ltd,3,San Diego,,,,,,,0,,32.8009254,-117.2552690,,,,,
933-939 Missouri St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-2513,,,,,,,,,,,,,5.20,,1932,,1,2,Market,,,,8939961,,David Huffman,5,San Diego,,,,,,,0,,32.8006412,-117.2539489,,,,,
941-947 Missouri St,Ocean Breeze Apartments,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,500,3.53,1765,,,,,,,,,,5.20,,1952,,1,3,Market,Del Sol Property Management,,8582702071,5812196,Arne Hoel,Arne Hoel,4,San Diego,Laundry Facilities,3,1,,,,0,,32.8006370,-117.2539320,,0.0,,,0.0
951 Missouri St,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5812199,,Minch Harlow & Sharon 2003 Tru,4,San Diego,,,,,,,0,,32.8007480,-117.2535620,,,,,
1057-1063 Missouri St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,688,,,,,,,,,,,,5.20,,1960,,2,1,Market,,,,5812183,Jill Chickering,Jill R Chickering,6,San Diego,Laundry Facilities,5,3,,,,0,,32.8011348,-117.2515845,,0.0,,,0.0
1065-1069 Missouri St,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,Cal Prop Management Company,,8584833534,5812194,,Charlotte K Perry  Trust,4,San Diego,,,,,,,0,,32.8011440,-117.2514490,,,,,
1442 Missouri St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829533,,Sandvick Constance L,3,San Diego,,,,,,,0,,32.8032180,-117.2447310,,,,,
1455 Missouri St,1455 Missouri Apartments,6,3,B,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,1436,2.83,4069,,,,,,,,,,16.64,,1990,,2,1,Market,Strat - 1455 Missouri Apartments,,6194024691,6171254,,Strat Property Management,,San Diego,Air Conditioning,,,6,,,0,,32.8027183,-117.2443799,,,,16.7,
1460-1464 Missouri St,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5829555,,Georgiacalifornia Investments,3,San Diego,,,,,,,0,,32.8033107,-117.2444462,,,,,
1461 Missouri St,,9,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,Pacific Beach,CA,92109,733,2.19,1603,,,,,,,,,,0.43,,1951,,2,1,Market,Torrey Pines - 1461 Missouri,Torrey Managment,8586993851,4229561,Michael Sedloff,Michael Sedloff,7,San Diego,Laundry Facilities,3,6,,,,0,,32.8027440,-117.2441640,,0.0,,,0.0
1468 Missouri St,,7,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-3036,,,,,,,,,,,,,5.20,,1970,,2,1,Market,,,,4206018,,Canyon Walls Llc,3,San Diego,Laundry Facilities,4,3,,,,0,,32.8033420,-117.2443030,,0.0,,,0.0
1479 Missouri St,,9,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,1,Market,,,,5829513,Dennis Martinek,Dennis Martinek,5,San Diego,,,,,,,0,,32.8027953,-117.2439424,,,,,
1505 Missouri St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,2,Market,,,,4239475,,Karen C Gruenberg,,San Diego,"Picnic Area, Yard, Built-In Bookshelves, Deck, Family Room",,,,,,0,,32.8029207,-117.2435902,,,,,
1519 Missouri St,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1960,,2,3,Market,,,,5829570,Matthew Wheeler,Matthew Wheeler,6,San Diego,,,3,,,,0,,32.8029690,-117.2434440,,,,,0.0
1524 Missouri St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1973,,2,1,Market,,,,5829490,Luke Gaskins,"TGP Ventures, LLC",9,San Diego,,5,3,,,,0,,32.8035627,-117.2433412,,0.0,,,0.0
1537 Missouri St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-3041,,,1384,,,,,,,,,,5.20,,1967,,2,1,Market,Ferreira - 1538 Missouri St.,,8587756564,4291028,Neil Dutta,Neil Dutta,8,San Diego,Laundry Facilities,5,3,,,,0,,32.8030260,-117.2429210,,0.0,,,0.0
1544-1546 Missouri St,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829522,,Downes John B,1,San Diego,,,,,,,0,,32.8035420,-117.2429310,,,,,
1552 Missouri St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829499,,Roberts Mark W & Susan L 01-13,4,San Diego,,,,,,,0,,32.8036334,-117.2427657,,,,,
1562 Missouri St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829520,,Sanderson John R & Sally S,3,San Diego,,,,,,,0,,32.8037366,-117.2425546,,,,,
1570 Missouri St,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,1,Market,,,,5829519,,Missouri Beach Inc,,San Diego,,,,,,,0,,32.8037699,-117.2423477,,,,,
504 Nautilus,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Beach Barber Tract,La Jolla,CA,92037,616,,,,,,,,,,,,4.96,,1956,,2,1,Market,Constellation - 504 Nautilus,,6199557776,689374,Eden Dahan,Eden Dahan,,San Diego,"Controlled Access, Laundry Facilities, On-Site Retail, Patio, Vinyl Flooring",6,,,,,0,,32.8320287,-117.2763477,,0.0,,,
313-319 Nautilus St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Beach Barber Tract,La Jolla,CA,92037-5966,550,,,,,,,,,,,,4.96,,1951,,1,2,Market,,,,11010028,,Sabrina Lemos,,San Diego,,4,,,,,0,,32.8309601,-117.2793409,,0.0,,,
377-385 Nautilus St,,4,2,C,Multi-Family,,,Existing,San Diego,Beach Barber Tract,La Jolla,CA,92037,618,3.59,2220,,,,,,,,,,4.96,,,,2,,,,,,8190039,,Grigsby Properties Llc,,San Diego,,3,1,,,,0,,32.8313185,-117.2780582,,0.0,,,0.0
436-442 Nautilus St,Nautilus Apartments,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Beach Barber Tract,La Jolla,CA,92037,450,3.01,1353,,,,,,,,,,4.96,,1947,,1,,Market,,,,5333277,,Christopher Harris & Megan Bajon,,San Diego,,4,,,,,0,,32.8319457,-117.2773801,,0.0,,,
625 Nautilus St,4-Units,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Beach Barber Tract,La Jolla,CA,92037,1387,2.22,3079,,,,,,,,,,4.96,,1982,,2,3,Market,,,,1514866,,Borenstein Sanford J,,San Diego,,,3,1,,,0,,32.8318023,-117.2748600,,,,0.0,0.0
805-807 Opal St,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109-1721,973,2.27,2209,,,,,,,,,,5.20,,1965,,1,1,Market,,,,4391920,,"B & B Properties 2000, LP",1,San Diego,Laundry Facilities,,2,4,,,0,,32.8057950,-117.2581090,,,,0.0,0.0
912-914 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829476,,Steria Paul & Mary E,3,San Diego,,,,,,,0,,32.8066370,-117.2564700,,,,,
925-931 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5829584,,Johnson Linda D Trust,,San Diego,,,,,,,0,,32.8063310,-117.2559610,,,,,
935-939 Opal St,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829553,,Robert W Steiner,4,San Diego,,,,,,,0,,32.8064120,-117.2557700,,,,,
941-947 Opal St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829582,,Montgomery Trust 07-28-92,4,San Diego,,,,,,,0,,32.8063490,-117.2555731,,,,,
944 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,981,,,,,,,,,,,,5.20,,1975,,2,1,Market,,,,4228145,,Taylor 1995,2,San Diego,Laundry Facilities,,,4,,,0,,32.8067900,-117.2557130,,,,0.0,
949-955 Opal St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,570,2.16,1229,,,,,,,,,,0.58,,,,2,,Market,"Income Property Advisors, Inc.",Bob Macguire,8582791500,5829539,,Joshua R & Lauren S Browar,2,San Diego,,3,2,,,,0,,32.8063819,-117.2554192,,0.0,,,0.0
950 Opal St,,3,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,1,,Market,,,,5829573,,Tanner Family Trust 07-29-96,3,San Diego,,,,,,,0,,32.8069214,-117.2556155,,,,,
956-962 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829576,,Anello Michael M & Pamela P,2,San Diego,,,,,,,0,,32.8069562,-117.2554913,,,,,
964 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5829530,,,5,San Diego,,,,,,,0,,32.8069634,-117.2553341,,,,,
1009-1015 Opal St,Opal Street Apartments,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,Pacific Beach,CA,92109,,,,,,,,,,,,,5.20,,1951,,,,Market,,,,6644887,,Wetsman Herman E & Irene J,4,San Diego,,4,,,,,0,,32.8066296,-117.2542702,,0.0,,,
1020 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,,,2,,Market,,,,5832219,,Hoshia L P,8,San Diego,,,,,,,0,,32.8071896,-117.2542811,,,,,
1028-1030 Opal St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Pacific Beach,San Diego,CA,92109,,,,,,,,,,,,,5.20,,1948,,2,,Market,,,,5832222,,Sellers Linda G,6,San Diego,,,,,,,0,,32.8071183,-117.2540868,,,,,
346 Palomar Ave,La Jolla Courtyard Apartments,11,3,B,Multi-Family,Apartments,,Existing,San Diego,Lower Hermosa,La Jolla,CA,92037-6003,800,,,,,,,,,,,,4.96,,1956,,2,1,Market,,,,10721837,,,,San Diego,,11,,,,,0,,32.8268400,-117.2773500,,9.1,,,
